Date,Indonesia_temperature_2m_mean,Indonesia_daylight_duration,Indonesia_precipitation_sum,Indonesia_wind_speed_10m_max,Indonesia_et0_fao_evapotranspiration
01/1990,25.252577258064516,12.287324211469533,6.8677417499999995,12.574531577419355,3.412105964516129
01/1991,25.225091258064516,12.287789551971327,7.935483914193548,12.043124532258064,3.267642693548387
01/1992,24.79075,12.288210152329748,8.270967643225806,10.359524929032258,3.133124622580645
01/1993,24.633088322580644,12.286808396057348,12.396774135483872,12.030939209677419,2.9902285525806453
01/1994,24.921193967741935,12.287241442652329,7.59032263548387,11.975101806451613,3.2451631064516127
01/1995,24.883894451612903,12.287700896057348,11.577419337096774,12.929584516129031,2.981147951612903
01/1996,24.851234129032257,12.288125125448028,6.296774365806451,11.331758696774195,3.383341622580645
01/1997,24.790750225806452,12.286731415770609,7.6838711161290325,11.815183129032258,3.3634791806451614
01/1998,25.929258419354838,12.287199668458781,7.632258032258064,9.185480419354839,3.5163146903225804
01/1999,25.09007770967742,12.287673664874552,10.57096780967742,10.958738483870967,3.2123329258064515
01/2000,24.855937806451614,12.288086254480286,10.709677308064515,12.360206170967741,3.3628087387096772
01/2001,25.06380064516129,12.286704292114695,9.909677441935484,9.616379338709677,3.1918413806451613
01/2002,24.930534967741934,12.287176353046595,8.267741693548388,12.109859935483872,3.1801881064516127
01/2003,25.384701258064517,12.287639166666667,8.174193716129032,11.076496877419356,3.3782556258064513
01/2004,25.242430129032257,12.288053620071684,11.44516109032258,10.89844720967742,3.3931674387096775
01/2005,25.212120967741935,12.286664336917562,6.116129035483872,11.8747685,3.3690090032258064
01/2006,25.054190935483874,12.287135573476702,11.251613132258065,11.809959306451614,3.0917671967741938
01/2007,25.5595,12.287580842293906,8.293548487096773,11.187294561290324,3.311150906451613
01/2008,25.514002838709676,12.287970331541219,8.65806456451613,10.486288370967744,3.7599397322580645
01/2009,25.064742258064516,12.286597051971327,9.535483862903225,12.23488664516129,3.3740592
01/2010,25.28342435483871,12.287068942652331,12.412903503225808,11.056477448387097,3.2148469612903225
01/2011,25.158156193548386,12.28750111111111,6.448387262903226,13.241862406451613,3.3816032677419354
01/2012,26.007080516129033,12.28789422043011,5.870967702903226,12.771964322580645,3.8604626129032256
01/2013,25.561583000000002,12.286519498207886,9.703225891612904,11.978162670967741,3.259989216129032
